year,nuts_id,nuts_year_spec,aps_econ_active_stem_profs_data
2013,UKI62,2013,10400.0
2014,UKI62,2013,11000.0
2015,UKI62,2013,13600.0
2016,UKI62,2016,17300.0
2017,UKI62,2016,10000.0
2018,UKI62,2016,13100.0
2019,UKI62,2016,12100.0
2013,UKI63,2013,22900.0
2014,UKI63,2013,23300.0
2015,UKI63,2013,21700.0
2016,UKI63,2016,24900.0
2017,UKI63,2016,27800.0
2018,UKI63,2016,25000.0
2019,UKI63,2016,25500.0
2013,UKI71,2013,9700.0
2014,UKI71,2013,8400.0
2015,UKI71,2013,13400.0
2016,UKI71,2016,16500.0
2017,UKI71,2016,8600.0
2018,UKI71,2016,14200.0
2019,UKI71,2016,17800.0
2013,UKI72,2013,7200.0
2014,UKI72,2013,9400.0
2015,UKI72,2013,7600.0
2016,UKI72,2016,10500.0
2017,UKI72,2016,9800.0
2018,UKI72,2016,10000.0
2019,UKI72,2016,15000.0
2013,UKI73,2013,8900.0
2014,UKI73,2013,8700.0
2015,UKI73,2013,9600.0
2016,UKI73,2016,10900.0
2017,UKI73,2016,12400.0
2018,UKI73,2016,8900.0
2019,UKI73,2016,15700.0
2013,UKI74,2013,19800.0
2014,UKI74,2013,20400.0
2015,UKI74,2013,20000.0
2016,UKI74,2016,20200.0
2017,UKI74,2016,21300.0
2018,UKI74,2016,24000.0
2019,UKI74,2016,23300.0
2013,UKI75,2013,16200.0
2014,UKI75,2013,18300.0
2015,UKI75,2013,19900.0
2016,UKI75,2016,18500.0
2017,UKI75,2016,17600.0
2018,UKI75,2016,23100.0
2019,UKI75,2016,25600.0
2010,UKJ11,2010,40900.0
2011,UKJ11,2010,39200.0
2012,UKJ11,2010,40400.0
2013,UKJ11,2013,43300.0
2014,UKJ11,2013,47400.0
2015,UKJ11,2013,51300.0
2016,UKJ11,2016,56400.0
2017,UKJ11,2016,46900.0
2018,UKJ11,2016,48700.0
2019,UKJ11,2016,52400.0
2010,UKJ12,2010,10400.0
2011,UKJ12,2010,9500.0
2012,UKJ12,2010,10600.0
2013,UKJ12,2013,9200.0
2014,UKJ12,2013,9500.0
2015,UKJ12,2013,8500.0
2016,UKJ12,2016,11900.0
2017,UKJ12,2016,11100.0
2018,UKJ12,2016,11300.0
2019,UKJ12,2016,12900.0
2010,UKJ13,2010,19500.0
2011,UKJ13,2010,19900.0
2012,UKJ13,2010,16200.0
2013,UKJ13,2013,17000.0
2014,UKJ13,2013,20600.0
2015,UKJ13,2013,17600.0
2016,UKJ13,2016,18200.0
2017,UKJ13,2016,19200.0
2018,UKJ13,2016,17400.0
2019,UKJ13,2016,15800.0
2010,UKJ14,2010,31000.0
2011,UKJ14,2010,35600.0
2012,UKJ14,2010,31600.0
2013,UKJ14,2013,30200.0
2014,UKJ14,2013,35800.0
2015,UKJ14,2013,42200.0
2016,UKJ14,2016,36700.0
2017,UKJ14,2016,24800.0
2018,UKJ14,2016,35600.0
2019,UKJ14,2016,44000.0
2010,UKJ21,2010,10100.0
2011,UKJ21,2010,6700.0
2012,UKJ21,2010,7900.0
2013,UKJ21,2013,7200.0
2014,UKJ21,2013,9800.0
2015,UKJ21,2013,10000.0
2016,UKJ21,2016,12200.0
2017,UKJ21,2016,14000.0
2018,UKJ21,2016,12800.0
2019,UKJ21,2016,13400.0
2010,UKJ22,2010,10600.0
2011,UKJ22,2010,8000.0
2012,UKJ22,2010,7100.0
2013,UKJ22,2013,8600.0
2014,UKJ22,2013,9700.0
2015,UKJ22,2013,9900.0
2016,UKJ22,2016,10600.0
2017,UKJ22,2016,10700.0
2018,UKJ22,2016,12100.0
2019,UKJ22,2016,11600.0
2010,UKJ23,2010,46200.0
2011,UKJ23,2010,43500.0
2012,UKJ23,2010,52700.0
2010,UKJ24,2010,19600.0
2011,UKJ24,2010,20000.0
2012,UKJ24,2010,19800.0
2013,UKJ25,2013,33100.0
2014,UKJ25,2013,28000.0
2015,UKJ25,2013,36400.0
2016,UKJ25,2016,42800.0
2017,UKJ25,2016,41600.0
2018,UKJ25,2016,36400.0
2019,UKJ25,2016,38000.0
2013,UKJ26,2013,12600.0
2014,UKJ26,2013,11500.0
2015,UKJ26,2013,10000.0
2016,UKJ26,2016,13600.0
2017,UKJ26,2016,11100.0
2018,UKJ26,2016,10700.0
2019,UKJ26,2016,14900.0
2013,UKJ27,2013,12000.0
2014,UKJ27,2013,7100.0
2015,UKJ27,2013,9100.0
2016,UKJ27,2016,11800.0
2017,UKJ27,2016,10900.0
2018,UKJ27,2016,10500.0
2019,UKJ27,2016,7700.0
2013,UKJ28,2013,11500.0
2014,UKJ28,2013,13600.0
2015,UKJ28,2013,12300.0
2016,UKJ28,2016,12000.0
2017,UKJ28,2016,16800.0
2018,UKJ28,2016,21200.0
2019,UKJ28,2016,12900.0
2010,UKJ31,2010,4600.0
2011,UKJ31,2010,5900.0
2012,UKJ31,2010,6300.0
2013,UKJ31,2013,5200.0
2014,UKJ31,2013,5500.0
2015,UKJ31,2013,3800.0
2016,UKJ31,2016,6100.0
2017,UKJ31,2016,6000.0
2018,UKJ31,2016,4400.0
2019,UKJ31,2016,5700.0
2010,UKJ32,2010,8400.0
2011,UKJ32,2010,10000.0
2012,UKJ32,2010,5800.0
2013,UKJ32,2013,5100.0
2014,UKJ32,2013,7300.0
2015,UKJ32,2013,6800.0
2016,UKJ32,2016,9200.0
2017,UKJ32,2016,9100.0
2018,UKJ32,2016,9100.0
2019,UKJ32,2016,9100.0
2010,UKJ33,2010,36400.0
2011,UKJ33,2010,39700.0
2012,UKJ33,2010,50300.0
2010,UKJ34,2010,1700.0
2011,UKJ34,2010,1900.0
2012,UKJ34,2010,1500.0
2013,UKJ34,2013,1900.0
2014,UKJ34,2013,2500.0
2015,UKJ34,2013,2700.0
2016,UKJ34,2016,2600.0
2017,UKJ34,2016,2600.0
2018,UKJ34,2016,2000.0
2019,UKJ34,2016,2300.0
2013,UKJ35,2013,14200.0
2014,UKJ35,2013,12800.0
2015,UKJ35,2013,14000.0
2016,UKJ35,2016,9000.0
2017,UKJ35,2016,13300.0
2018,UKJ35,2016,16000.0
2019,UKJ35,2016,15600.0
2013,UKJ36,2013,14800.0
2014,UKJ36,2013,16800.0
2015,UKJ36,2013,18500.0
2016,UKJ36,2016,16400.0
2017,UKJ36,2016,15300.0
2018,UKJ36,2016,12400.0
2019,UKJ36,2016,17400.0
2013,UKJ37,2013,17200.0
2014,UKJ37,2013,17400.0
2015,UKJ37,2013,20500.0
2016,UKJ37,2016,20400.0
2017,UKJ37,2016,17600.0
2018,UKJ37,2016,19700.0
2019,UKJ37,2016,19600.0
2010,UKJ41,2010,4300.0
2011,UKJ41,2010,5300.0
2012,UKJ41,2010,4500.0
2013,UKJ41,2013,3400.0
2014,UKJ41,2013,4900.0
2015,UKJ41,2013,6200.0
2016,UKJ41,2016,6600.0
2017,UKJ41,2016,8100.0
2018,UKJ41,2016,6700.0
2019,UKJ41,2016,8900.0
2010,UKJ42,2010,31800.0
2011,UKJ42,2010,31300.0
2012,UKJ42,2010,30000.0
2013,UKJ43,2013,10000.0
2014,UKJ43,2013,8500.0
2015,UKJ43,2013,7900.0
2016,UKJ43,2016,6100.0
2017,UKJ43,2016,6800.0
2018,UKJ43,2016,8800.0
2019,UKJ43,2016,8600.0
2013,UKJ44,2013,7200.0
2014,UKJ44,2013,9600.0
2015,UKJ44,2013,12100.0
2016,UKJ44,2016,8800.0
2017,UKJ44,2016,8500.0
2018,UKJ44,2016,11200.0
2019,UKJ44,2016,5900.0
2013,UKJ45,2013,3300.0
2014,UKJ45,2013,6600.0
2015,UKJ45,2013,6800.0
2016,UKJ45,2016,5400.0
2017,UKJ45,2016,5700.0
2018,UKJ45,2016,6700.0
2019,UKJ45,2016,5600.0
2013,UKJ46,2013,4800.0
2014,UKJ46,2013,8200.0
2015,UKJ46,2013,8500.0
2016,UKJ46,2016,6800.0
2017,UKJ46,2016,8500.0
2018,UKJ46,2016,11400.0
2019,UKJ46,2016,8100.0
2010,UKK11,2010,16600.0
2011,UKK11,2010,15200.0
2012,UKK11,2010,18100.0
2013,UKK11,2013,16900.0
2014,UKK11,2013,22000.0
2015,UKK11,2013,17100.0
2016,UKK11,2016,17100.0
2017,UKK11,2016,22000.0
2018,UKK11,2016,19800.0
2019,UKK11,2016,23900.0
2010,UKK12,2010,17800.0
2011,UKK12,2010,19500.0
2012,UKK12,2010,20300.0
2013,UKK12,2013,21700.0
2014,UKK12,2013,23000.0
2015,UKK12,2013,24900.0
2016,UKK12,2016,23100.0
2017,UKK12,2016,25300.0
2018,UKK12,2016,23500.0
2019,UKK12,2016,23300.0
2010,UKK13,2010,19000.0
2011,UKK13,2010,19400.0
2012,UKK13,2010,16700.0
2013,UKK13,2013,15400.0
2014,UKK13,2013,22400.0
2015,UKK13,2013,19100.0
2016,UKK13,2016,21400.0
2017,UKK13,2016,22300.0
2018,UKK13,2016,20000.0
2019,UKK13,2016,19300.0
2010,UKK14,2010,5600.0
2011,UKK14,2010,8400.0
2012,UKK14,2010,5900.0
2013,UKK14,2013,8000.0
2014,UKK14,2013,8900.0
2015,UKK14,2013,5700.0
2016,UKK14,2016,9300.0
2017,UKK14,2016,7100.0
2018,UKK14,2016,6900.0
2019,UKK14,2016,11300.0
2010,UKK15,2010,13400.0
2011,UKK15,2010,14200.0
2012,UKK15,2010,14600.0
2013,UKK15,2013,13500.0
2014,UKK15,2013,15700.0
2015,UKK15,2013,17500.0
2016,UKK15,2016,14200.0
2017,UKK15,2016,15000.0
2018,UKK15,2016,10100.0
2019,UKK15,2016,10100.0
2010,UKK21,2010,7000.0
2011,UKK21,2010,7700.0
2012,UKK21,2010,8500.0
2013,UKK21,2013,8300.0
2014,UKK21,2013,7900.0
2015,UKK21,2013,8800.0
2016,UKK21,2016,7900.0
2017,UKK21,2016,6100.0
2018,UKK21,2016,9300.0
2019,UKK21,2016,9800.0
2010,UKK22,2010,8200.0
2011,UKK22,2010,9900.0
2012,UKK22,2010,12300.0
2013,UKK22,2013,10700.0
2014,UKK22,2013,9000.0
2015,UKK22,2013,9200.0
2016,UKK22,2016,9500.0
2017,UKK22,2016,7500.0
2018,UKK22,2016,7900.0
2019,UKK22,2016,10000.0
2010,UKK23,2010,10700.0
2011,UKK23,2010,11100.0
2012,UKK23,2010,12600.0
2013,UKK23,2013,6800.0
2014,UKK23,2013,9400.0
2015,UKK23,2013,9500.0
2016,UKK23,2016,8300.0
2017,UKK23,2016,13000.0
2018,UKK23,2016,14700.0
2019,UKK23,2016,16300.0
2010,UKK30,2010,8100.0
2011,UKK30,2010,5200.0
2012,UKK30,2010,3500.0
2013,UKK30,2013,6400.0
2014,UKK30,2013,10200.0
2015,UKK30,2013,6500.0
2016,UKK30,2016,10200.0
2017,UKK30,2016,6800.0
2018,UKK30,2016,11500.0
2019,UKK30,2016,7800.0
2010,UKK41,2010,4500.0
2011,UKK41,2010,3000.0
2012,UKK41,2010,4700.0
2013,UKK41,2013,4100.0
2014,UKK41,2013,7100.0
2015,UKK41,2013,4900.0
2016,UKK41,2016,4600.0
2017,UKK41,2016,4200.0
2018,UKK41,2016,5500.0
2019,UKK41,2016,5000.0
2010,UKK42,2010,1400.0
2011,UKK42,2010,1200.0
2012,UKK42,2010,1000.0
2013,UKK42,2013,1100.0
2014,UKK42,2013,500.0
2015,UKK42,2013,2100.0
2016,UKK42,2016,1200.0
2017,UKK42,2016,1700.0
2018,UKK42,2016,2000.0
2019,UKK42,2016,1900.0
2010,UKK43,2010,10200.0
2011,UKK43,2010,13400.0
2012,UKK43,2010,13600.0
2013,UKK43,2013,13000.0
2014,UKK43,2013,17600.0
2015,UKK43,2013,20700.0
2016,UKK43,2016,13800.0
2017,UKK43,2016,15000.0
2018,UKK43,2016,15900.0
2019,UKK43,2016,17800.0
2010,UKL11,2010,1100.0
2011,UKL11,2010,800.0
2012,UKL11,2010,1000.0
2013,UKL11,2013,1300.0
2014,UKL11,2013,1200.0
2015,UKL11,2013,1400.0
2016,UKL11,2016,1500.0
2017,UKL11,2016,1100.0
2018,UKL11,2016,1300.0
2019,UKL11,2016,1000.0
2010,UKL12,2010,1500.0
2011,UKL12,2010,1300.0
2012,UKL12,2010,1700.0
2013,UKL12,2013,1300.0
2014,UKL12,2013,1300.0
2015,UKL12,2013,1500.0
2016,UKL12,2016,1700.0
2017,UKL12,2016,2200.0
2018,UKL12,2016,2100.0
2019,UKL12,2016,2400.0
2010,UKL13,2010,2700.0
2011,UKL13,2010,3000.0
2012,UKL13,2010,2700.0
2013,UKL13,2013,3000.0
2014,UKL13,2013,3200.0
2015,UKL13,2013,3200.0
2016,UKL13,2016,3200.0
2017,UKL13,2016,3800.0
2018,UKL13,2016,1800.0
2019,UKL13,2016,4000.0
2010,UKL14,2010,5700.0
2011,UKL14,2010,4900.0
2012,UKL14,2010,4500.0
2013,UKL14,2013,3700.0
2014,UKL14,2013,3500.0
2015,UKL14,2013,4000.0
2016,UKL14,2016,4300.0
2017,UKL14,2016,5600.0
2018,UKL14,2016,5500.0
2019,UKL14,2016,5600.0
2010,UKL15,2010,3600.0
2011,UKL15,2010,2900.0
2012,UKL15,2010,1700.0
2013,UKL15,2013,2200.0
2014,UKL15,2013,3900.0
2015,UKL15,2013,2500.0
2016,UKL15,2016,3800.0
2017,UKL15,2016,5000.0
2018,UKL15,2016,4700.0
2019,UKL15,2016,5400.0
2010,UKL16,2010,5200.0
2011,UKL16,2010,5500.0
2012,UKL16,2010,5200.0
2013,UKL16,2013,5400.0
2014,UKL16,2013,5400.0
2015,UKL16,2013,6000.0
2016,UKL16,2016,5500.0
2017,UKL16,2016,6200.0
2018,UKL16,2016,4800.0
2019,UKL16,2016,5500.0
2010,UKL17,2010,3200.0
2011,UKL17,2010,3900.0
2012,UKL17,2010,3500.0
2013,UKL17,2013,4100.0
2014,UKL17,2013,4900.0
2015,UKL17,2013,4400.0
2016,UKL17,2016,4600.0
2017,UKL17,2016,4800.0
2018,UKL17,2016,4400.0
2019,UKL17,2016,4300.0
2010,UKL18,2010,3500.0
2011,UKL18,2010,4200.0
2012,UKL18,2010,4600.0
2013,UKL18,2013,4500.0
2014,UKL18,2013,3100.0
2015,UKL18,2013,3900.0
2016,UKL18,2016,3500.0
2017,UKL18,2016,2800.0
2018,UKL18,2016,3900.0
2019,UKL18,2016,5700.0
2010,UKL21,2010,4800.0
2011,UKL21,2010,4900.0
2012,UKL21,2010,5400.0
2013,UKL21,2013,6200.0
2014,UKL21,2013,6000.0
2015,UKL21,2013,6000.0
2016,UKL21,2016,6600.0
2017,UKL21,2016,6900.0
2018,UKL21,2016,6700.0
2019,UKL21,2016,7800.0
2010,UKL22,2010,12000.0
2011,UKL22,2010,12400.0
2012,UKL22,2010,11000.0
2013,UKL22,2013,11200.0
2014,UKL22,2013,9400.0
2015,UKL22,2013,9700.0
2016,UKL22,2016,16000.0
2017,UKL22,2016,14600.0
2018,UKL22,2016,16300.0
2019,UKL22,2016,18900.0
2010,UKL23,2010,5700.0
2011,UKL23,2010,5000.0
2012,UKL23,2010,4500.0
2013,UKL23,2013,5900.0
2014,UKL23,2013,5200.0
2015,UKL23,2013,4400.0
2016,UKL23,2016,4400.0
2017,UKL23,2016,6100.0
2018,UKL23,2016,7700.0
2019,UKL23,2016,5500.0
2010,UKL24,2010,1700.0
2011,UKL24,2010,1400.0
2012,UKL24,2010,2400.0
2013,UKL24,2013,2300.0
2014,UKL24,2013,2100.0
2015,UKL24,2013,1700.0
2016,UKL24,2016,2700.0
2017,UKL24,2016,1700.0
2018,UKL24,2016,2100.0
2019,UKL24,2016,2200.0
2010,UKM21,2010,4700.0
2011,UKM21,2010,4700.0
2012,UKM21,2010,3900.0
2013,UKM21,2013,4300.0
2014,UKM21,2013,4200.0
2015,UKM21,2013,4000.0
2010,UKM22,2010,6500.0
2011,UKM22,2010,7000.0
2012,UKM22,2010,7700.0
2013,UKM22,2013,6700.0
2014,UKM22,2013,5200.0
2015,UKM22,2013,7300.0
2010,UKM23,2010,3800.0
2011,UKM23,2010,4500.0
2012,UKM23,2010,5100.0
2013,UKM23,2013,4800.0
2014,UKM23,2013,5100.0
2015,UKM23,2013,4900.0
2010,UKM24,2010,2100.0
2011,UKM24,2010,1700.0
2012,UKM24,2010,1400.0
2013,UKM24,2013,1800.0
2014,UKM24,2013,2000.0
2015,UKM24,2013,2400.0
2010,UKM25,2010,18900.0
2011,UKM25,2010,15300.0
2012,UKM25,2010,24100.0
2013,UKM25,2013,21900.0
2014,UKM25,2013,24300.0
2015,UKM25,2013,28500.0
2010,UKM26,2010,2200.0
2011,UKM26,2010,2000.0
2012,UKM26,2010,3500.0
2013,UKM26,2013,2800.0
2014,UKM26,2013,3900.0
2015,UKM26,2013,3100.0
2010,UKM27,2010,3800.0
2011,UKM27,2010,4400.0
2012,UKM27,2010,5200.0
2013,UKM27,2013,5800.0
2014,UKM27,2013,5900.0
2015,UKM27,2013,5700.0
2010,UKM28,2010,4000.0
2011,UKM28,2010,3300.0
2012,UKM28,2010,4800.0
2013,UKM28,2013,5600.0
2014,UKM28,2013,5900.0
2015,UKM28,2013,5600.0
2010,UKM31,2010,4200.0
2011,UKM31,2010,6000.0
2012,UKM31,2010,4600.0
2013,UKM31,2013,4800.0
2014,UKM31,2013,4700.0
2015,UKM31,2013,6400.0
2010,UKM32,2010,900.0
2011,UKM32,2010,1400.0
2012,UKM32,2010,500.0
2013,UKM32,2013,1500.0
2014,UKM32,2013,1100.0
2015,UKM32,2013,1600.0
2010,UKM33,2010,3400.0
2011,UKM33,2010,2700.0
2012,UKM33,2010,2900.0
2013,UKM33,2013,3600.0
2014,UKM33,2013,3800.0
2015,UKM33,2013,4800.0
2010,UKM34,2010,11200.0
2011,UKM34,2010,14600.0
2012,UKM34,2010,14400.0
2013,UKM34,2013,15900.0
2014,UKM34,2013,15400.0
2015,UKM34,2013,15000.0
2010,UKM35,2010,7700.0
2011,UKM35,2010,6800.0
2012,UKM35,2010,7700.0
2013,UKM35,2013,7700.0
2014,UKM35,2013,8200.0
2015,UKM35,2013,9000.0
2010,UKM36,2010,2900.0
2011,UKM36,2010,4100.0
2012,UKM36,2010,2700.0
2013,UKM36,2013,3500.0
2014,UKM36,2013,3900.0
2015,UKM36,2013,4400.0
2010,UKM37,2010,1600.0
2011,UKM37,2010,1400.0
2012,UKM37,2010,1300.0
2013,UKM37,2013,1100.0
2014,UKM37,2013,1400.0
2015,UKM37,2013,1500.0
2010,UKM38,2010,5100.0
2011,UKM38,2010,5900.0
2012,UKM38,2010,6600.0
2013,UKM38,2013,6700.0
2014,UKM38,2013,7600.0
2015,UKM38,2013,5900.0
2010,UKM50,2010,17800.0
2011,UKM50,2010,21300.0
2012,UKM50,2010,18600.0
2013,UKM50,2013,20900.0
2014,UKM50,2013,22300.0
2015,UKM50,2013,23600.0
2016,UKM50,2016,23500.0
2017,UKM50,2016,23500.0
2018,UKM50,2016,25700.0
2019,UKM50,2016,26300.0
2010,UKM61,2010,1300.0
2011,UKM61,2010,1600.0
2012,UKM61,2010,1400.0
2013,UKM61,2013,1800.0
2014,UKM61,2013,900.0
2015,UKM61,2013,1400.0
2016,UKM61,2016,1800.0
2017,UKM61,2016,2100.0
2018,UKM61,2016,1400.0
2019,UKM61,2016,700.0
2010,UKM62,2010,3500.0
2011,UKM62,2010,3300.0
2012,UKM62,2010,4700.0
2013,UKM62,2013,3400.0
2014,UKM62,2013,3300.0
2015,UKM62,2013,4400.0
2016,UKM62,2016,3400.0
2017,UKM62,2016,4400.0
2018,UKM62,2016,3200.0
2019,UKM62,2016,3600.0
2010,UKM63,2010,900.0
2011,UKM63,2010,900.0
2012,UKM63,2010,800.0
2013,UKM63,2013,1500.0
2014,UKM63,2013,800.0
2015,UKM63,2013,1300.0
2016,UKM63,2016,800.0
2017,UKM63,2016,1400.0
2018,UKM63,2016,1100.0
2019,UKM63,2016,1500.0
2010,UKM65,2010,500.0
2012,UKM65,2010,600.0
2010,UKM66,2010,600.0
2011,UKM66,2010,800.0
2013,UKM66,2013,700.0
2014,UKM66,2013,600.0
2016,UKM71,2016,3700.0
2017,UKM71,2016,4900.0
2018,UKM71,2016,4100.0
2019,UKM71,2016,5400.0
2016,UKM72,2016,8800.0
2017,UKM72,2016,11200.0
2018,UKM72,2016,9200.0
2019,UKM72,2016,8500.0
2016,UKM73,2016,6200.0
2017,UKM73,2016,6600.0
2018,UKM73,2016,4600.0
2019,UKM73,2016,6400.0
2016,UKM75,2016,33100.0
2017,UKM75,2016,29000.0
2018,UKM75,2016,28400.0
2019,UKM75,2016,18100.0
2016,UKM76,2016,3500.0
2017,UKM76,2016,4200.0
2018,UKM76,2016,3400.0
2019,UKM76,2016,3200.0
2016,UKM77,2016,4800.0
2017,UKM77,2016,6900.0
2018,UKM77,2016,5800.0
2019,UKM77,2016,4900.0
2016,UKM78,2016,6000.0
2017,UKM78,2016,5200.0
2018,UKM78,2016,6200.0
2019,UKM78,2016,3500.0
2016,UKM81,2016,6700.0
2017,UKM81,2016,6800.0
2018,UKM81,2016,6700.0
2019,UKM81,2016,6400.0
2016,UKM82,2016,19200.0
2017,UKM82,2016,19000.0
2018,UKM82,2016,19600.0
2019,UKM82,2016,20500.0
2016,UKM83,2016,7800.0
2017,UKM83,2016,9600.0
2018,UKM83,2016,9600.0
2019,UKM83,2016,8900.0
2016,UKM84,2016,6000.0
2017,UKM84,2016,6700.0
2018,UKM84,2016,7100.0
2019,UKM84,2016,7400.0
2016,UKM91,2016,1800.0
2017,UKM91,2016,2300.0
2018,UKM91,2016,2100.0
2019,UKM91,2016,1900.0
2016,UKM92,2016,2000.0
2017,UKM92,2016,1900.0
2018,UKM92,2016,1600.0
2019,UKM92,2016,2200.0
2016,UKM93,2016,4900.0
2017,UKM93,2016,6400.0
2018,UKM93,2016,4100.0
2019,UKM93,2016,5200.0
2016,UKM94,2016,1800.0
2017,UKM94,2016,1600.0
2018,UKM94,2016,1200.0
2019,UKM94,2016,2900.0
2016,UKM95,2016,8600.0
2017,UKM95,2016,8600.0
2018,UKM95,2016,7800.0
2019,UKM95,2016,7100.0
