,nuts_name,nuts_code,variable,period,population_estimate,inflow,outflow,net
298,Greater Manchester,UKD3,international_migration,2016,2798799,25093,17371,0.002759040574189143
299,Greater Manchester,UKD3,international_migration,2017,2812569,26499,18372,0.0028895291102191624
300,Hampshire and Isle of Wight,UKJ3,internal_migration,2008,1869067,98468,94528,0.002108003618917888
301,Hampshire and Isle of Wight,UKJ3,internal_migration,2009,1886496,101836,97026,0.00254970060895968
302,Hampshire and Isle of Wight,UKJ3,internal_migration,2010,1901813,98632,94553,0.002144795518802322
303,Hampshire and Isle of Wight,UKJ3,internal_migration,2011,1915256,106297,102433,0.0020174848688634837
304,Hampshire and Isle of Wight,UKJ3,internal_migration,2012,1925263,97856,95910,0.0010107709959626295
305,Hampshire and Isle of Wight,UKJ3,internal_migration,2013,1939102,102200,100628,0.0008106845333561617
306,Hampshire and Isle of Wight,UKJ3,internal_migration,2014,1953349,103343,100344,0.0015353119181467315
307,Hampshire and Isle of Wight,UKJ3,internal_migration,2015,1969079,102590,99569,0.0015342198052998382
308,Hampshire and Isle of Wight,UKJ3,internal_migration,2016,1978789,117556,114808,0.0013887281564633723
309,Hampshire and Isle of Wight,UKJ3,internal_migration,2017,1985783,116563,115122,0.0007256583423264274
310,Hampshire and Isle of Wight,UKJ3,international_migration,2008,1869067,14598,11648,0.0015783275826923271
311,Hampshire and Isle of Wight,UKJ3,international_migration,2009,1886496,14275,8288,0.0031736086373891064
312,Hampshire and Isle of Wight,UKJ3,international_migration,2010,1901813,14231,10036,0.002205789948854067
313,Hampshire and Isle of Wight,UKJ3,international_migration,2011,1915256,11594,8661,0.0015313879711119558
314,Hampshire and Isle of Wight,UKJ3,international_migration,2012,1925263,11863,8543,0.001724439725897189
315,Hampshire and Isle of Wight,UKJ3,international_migration,2013,1939102,13913,7032,0.0035485497926359727
316,Hampshire and Isle of Wight,UKJ3,international_migration,2014,1953349,14960,7779,0.0036762503781966253
317,Hampshire and Isle of Wight,UKJ3,international_migration,2015,1969079,15007,7391,0.0038677980924076687
318,Hampshire and Isle of Wight,UKJ3,international_migration,2016,1978789,13056,8463,0.002321116602123824
319,Hampshire and Isle of Wight,UKJ3,international_migration,2017,1985783,14887,10308,0.0023058914292246433
320,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2008,1286794,54153,52979,0.0009123449441013868
321,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2009,1291111,55711,54635,0.0008333907774002391
322,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2010,1296730,56079,54280,0.0013873358370670842
323,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2011,1302818,59668,58199,0.0011275558059529421
324,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2012,1308519,58013,56351,0.0012701382249703673
325,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2013,1316180,61970,59603,0.0017983862389642754
326,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2014,1322726,61115,58358,0.0020843319024499403
327,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2015,1332014,61967,57887,0.00306303086904492
328,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2016,1343973,74539,66505,0.005977798661133817
329,"Herefordshire, Worcestershire and Warwickshire",UKG1,internal_migration,2017,1355174,76238,67248,0.006633834474392218
330,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2008,1286794,7224,5597,0.0012643826439974076
331,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2009,1291111,6282,5447,0.0006467298319044605
332,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2010,1296730,6270,4947,0.0010202586506057544
333,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2011,1302818,6534,4153,0.001827576837286559
334,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2012,1308519,6134,3945,0.001672883618808745
335,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2013,1316180,7644,4285,0.0025520825419015638
336,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2014,1322726,7996,4357,0.0027511366677603678
337,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2015,1332014,8379,3853,0.003397862184631693
338,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2016,1343973,7495,3603,0.0028958915097252696
339,"Herefordshire, Worcestershire and Warwickshire",UKG1,international_migration,2017,1355174,7704,5003,0.001993101992806828
340,Highlands and Islands,UKM6,internal_migration,2008,482520,15178,13675,0.003114896791842825
341,Highlands and Islands,UKM6,internal_migration,2009,484920,14957,13714,0.0025633094118617506
342,Highlands and Islands,UKM6,internal_migration,2010,487480,14549,13773,0.0015918601788791336
343,Highlands and Islands,UKM6,internal_migration,2011,485030,15098,14322,0.0015999010370492547
344,Highlands and Islands,UKM6,internal_migration,2012,487500,15588,14231,0.0027835897435897435
345,Highlands and Islands,UKM6,internal_migration,2013,487550,15371,14499,0.0017885345092810993
346,Highlands and Islands,UKM6,internal_migration,2014,488450,15862,14670,0.0024403726072269425
347,Highlands and Islands,UKM6,internal_migration,2015,489920,15874,14278,0.0032576747224036576
348,Highlands and Islands,UKM6,internal_migration,2016,489800,15538,14308,0.0025112290730910578
349,Highlands and Islands,UKM6,internal_migration,2017,489330,15520,14130,0.002840618805305213
350,Highlands and Islands,UKM6,international_migration,2008,482520,2383,2157,0.0004683743679018486
351,Highlands and Islands,UKM6,international_migration,2009,484920,2469,1953,0.0010640930462756744
352,Highlands and Islands,UKM6,international_migration,2010,487480,2017,1572,0.0009128579634036268
353,Highlands and Islands,UKM6,international_migration,2011,485030,1553,2066,-0.0010576665360905511
354,Highlands and Islands,UKM6,international_migration,2012,487500,1218,1937,-0.001474871794871795
355,Highlands and Islands,UKM6,international_migration,2013,487550,1375,1842,-0.0009578504768741668
356,Highlands and Islands,UKM6,international_migration,2014,488450,1750,1591,0.0003255195004606408
357,Highlands and Islands,UKM6,international_migration,2015,489920,1807,1279,0.0010777269758327891
358,Highlands and Islands,UKM6,international_migration,2016,489800,1391,1442,-0.00010412413229889751
359,Highlands and Islands,UKM6,international_migration,2017,489330,1430,1700,-0.000551774875850653
360,Inner London - East,UKI4,internal_migration,2008,2055661,166100,181508,-0.00749539929005804
361,Inner London - East,UKI4,internal_migration,2009,2096253,164650,185742,-0.01006176258304699
362,Inner London - East,UKI4,internal_migration,2010,2145615,165107,181497,-0.0076388354853969605
363,Inner London - East,UKI4,internal_migration,2011,2184813,172053,191532,-0.00891563717352469
364,Inner London - East,UKI4,internal_migration,2012,2225724,172532,192509,-0.008975506397019576
365,Inner London - East,UKI4,internal_migration,2013,2271316,182400,203747,-0.009398516102559045
366,Inner London - East,UKI4,internal_migration,2014,2318635,185828,207896,-0.009517668800824624
367,Inner London - East,UKI4,internal_migration,2015,2356469,183739,209401,-0.01089002231728913
368,Inner London - East,UKI4,internal_migration,2016,2377700,202374,232465,-0.012655507423140009
369,Inner London - East,UKI4,internal_migration,2017,2405850,211325,241241,-0.01243469044204751
370,Inner London - East,UKI4,international_migration,2008,2055661,68227,33947,0.01667590132808863
371,Inner London - East,UKI4,international_migration,2009,2096253,72099,39134,0.015725678150490422
372,Inner London - East,UKI4,international_migration,2010,2145615,71170,33021,0.017779983827480698
373,Inner London - East,UKI4,international_migration,2011,2184813,62657,32191,0.013944442842476678
374,Inner London - East,UKI4,international_migration,2012,2225724,62433,29424,0.01483067981474792
375,Inner London - East,UKI4,international_migration,2013,2271316,69488,29266,0.017708676379684728
376,Inner London - East,UKI4,international_migration,2014,2318635,71001,27394,0.01880718612459486
377,Inner London - East,UKI4,international_migration,2015,2356469,68451,31050,0.01587162827094267
378,Inner London - East,UKI4,international_migration,2016,2377700,63401,37268,0.010990873533246414
379,Inner London - East,UKI4,international_migration,2017,2405850,66576,32722,0.014071533969283205
380,Inner London - West,UKI3,internal_migration,2008,1078732,100571,102689,-0.0019634163072941193
381,Inner London - West,UKI3,internal_migration,2009,1083175,102713,106069,-0.0030982989821589308
382,Inner London - West,UKI3,internal_migration,2010,1095487,97443,104732,-0.006653661796077908
383,Inner London - West,UKI3,internal_migration,2011,1103684,96827,107950,-0.010078065823188521
384,Inner London - West,UKI3,internal_migration,2012,1113476,93315,107425,-0.012672028853787598
385,Inner London - West,UKI3,internal_migration,2013,1128105,97418,111041,-0.012076003563498078
386,Inner London - West,UKI3,internal_migration,2014,1148820,98280,112086,-0.012017548441009036
387,Inner London - West,UKI3,internal_migration,2015,1158435,94404,113255,-0.016272816342738264
388,Inner London - West,UKI3,internal_migration,2016,1167807,105706,119094,-0.011464223112209466
389,Inner London - West,UKI3,internal_migration,2017,1194353,110233,121823,-0.009703998734042615
390,Inner London - West,UKI3,international_migration,2008,1078732,43197,38535,0.004321740710389606
391,Inner London - West,UKI3,international_migration,2009,1083175,42426,40286,0.0019756733676460406
392,Inner London - West,UKI3,international_migration,2010,1095487,46375,32648,0.012530500133730478
393,Inner London - West,UKI3,international_migration,2011,1103684,41703,32976,0.007907154584101971
394,Inner London - West,UKI3,international_migration,2012,1113476,40843,27109,0.012334347574622173
395,Inner London - West,UKI3,international_migration,2013,1128105,45492,27258,0.0161633890462324
396,Inner London - West,UKI3,international_migration,2014,1148820,49648,24438,0.021944255845128043
397,Inner London - West,UKI3,international_migration,2015,1158435,44811,25545,0.016631058281215607
398,Inner London - West,UKI3,international_migration,2016,1167807,41958,28054,0.011906076945933703
399,Inner London - West,UKI3,international_migration,2017,1194353,53926,23802,0.025222023974486606
400,Kent,UKJ4,internal_migration,2008,1695499,78911,74563,0.0025644367823277987
401,Kent,UKJ4,internal_migration,2009,1714643,82779,76956,0.003396042208203107
402,Kent,UKJ4,internal_migration,2010,1731351,82898,76353,0.0037802848757993034
403,Kent,UKJ4,internal_migration,2011,1748281,90693,82614,0.004621110679576109
404,Kent,UKJ4,internal_migration,2012,1763803,89827,81810,0.004545292189660636
405,Kent,UKJ4,internal_migration,2013,1782513,95589,87329,0.004633907298291794
406,Kent,UKJ4,internal_migration,2014,1798276,93579,87381,0.0034466344432111645
407,Kent,UKJ4,internal_migration,2015,1817395,94074,86596,0.004114680628041785
408,Kent,UKJ4,internal_migration,2016,1832252,99476,93417,0.0033068595367886076
409,Kent,UKJ4,internal_migration,2017,1846478,101502,94688,0.0036902687169844428
410,Kent,UKJ4,international_migration,2008,1695499,11586,7982,0.002125627912490659
411,Kent,UKJ4,international_migration,2009,1714643,11341,5443,0.003439783091873935
412,Kent,UKJ4,international_migration,2010,1731351,10966,7885,0.001779535172244103
413,Kent,UKJ4,international_migration,2011,1748281,9797,7100,0.0015426581882431944
414,Kent,UKJ4,international_migration,2012,1763803,8962,6412,0.001445739688616019
415,Kent,UKJ4,international_migration,2013,1782513,11045,5582,0.0030647742821510978
416,Kent,UKJ4,international_migration,2014,1798276,11931,5550,0.00354839857730404
417,Kent,UKJ4,international_migration,2015,1817395,12250,5126,0.003919896335139031
418,Kent,UKJ4,international_migration,2016,1832252,10806,5903,0.002675941955582529
419,Kent,UKJ4,international_migration,2017,1846478,11056,6796,0.002307094912584932
420,Lancashire,UKD4,internal_migration,2008,1452916,62139,64673,-0.0017440788042804953
421,Lancashire,UKD4,internal_migration,2009,1457298,64938,66041,-0.0007568801988337321
422,Lancashire,UKD4,internal_migration,2010,1461295,64893,65602,-0.0004851860849452027
423,Lancashire,UKD4,internal_migration,2011,1465261,68705,70694,-0.0013574373439271229
424,Lancashire,UKD4,internal_migration,2012,1467960,68371,70083,-0.0011662443118341098
425,Lancashire,UKD4,internal_migration,2013,1470919,71577,73246,-0.0011346647911951644
426,Lancashire,UKD4,internal_migration,2014,1476893,70686,70508,0.00012052328773987012
427,Lancashire,UKD4,internal_migration,2015,1483863,71193,70332,0.0005802422460833649
428,Lancashire,UKD4,internal_migration,2016,1490497,78615,74861,0.0025186229828037224
429,Lancashire,UKD4,internal_migration,2017,1498300,78023,74926,0.002067009277180805
430,Lancashire,UKD4,international_migration,2008,1452916,7930,5307,0.001805334926451357
431,Lancashire,UKD4,international_migration,2009,1457298,7258,3611,0.0025025766864429926
432,Lancashire,UKD4,international_migration,2010,1461295,8136,4749,0.002317807150506913
433,Lancashire,UKD4,international_migration,2011,1465261,6752,4134,0.0017867124014083497
434,Lancashire,UKD4,international_migration,2012,1467960,6490,4683,0.0012309599716613532
435,Lancashire,UKD4,international_migration,2013,1470919,7225,4906,0.001576565398910477
436,Lancashire,UKD4,international_migration,2014,1476893,7882,4089,0.002568229384254648
437,Lancashire,UKD4,international_migration,2015,1483863,8530,4620,0.002635014148880321
438,Lancashire,UKD4,international_migration,2016,1490497,7514,5266,0.0015082217542202365
439,Lancashire,UKD4,international_migration,2017,1498300,9670,4454,0.003481278782620303
440,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2008,1682844,80646,81421,-0.0004605299124577204
441,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2009,1696885,85056,83708,0.0007943967917684463
442,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2010,1712354,83321,82557,0.00044616942524734954
443,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2011,1725676,90090,88503,0.0009196396078985858
444,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2012,1738994,87878,87163,0.00041115725528667726
445,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2013,1756787,92574,91275,0.0007394180398648214
446,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2014,1777965,94423,90367,0.002281259754832069
447,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2015,1801380,94895,90231,0.0025891261144233863
448,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2016,1824435,114594,106181,0.0046112906187395
449,"Leicestershire, Rutland and Northamptonshire",UKF2,internal_migration,2017,1840805,114500,109399,0.0027710702654545156
450,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2008,1682844,12670,7308,0.003186272762062318
451,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2009,1696885,13184,8472,0.002776852880425014
452,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2010,1712354,14956,8054,0.004030708603478019
453,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2011,1725676,12560,8656,0.002262301845769426
454,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2012,1738994,13429,7862,0.0032012761401131917
455,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2013,1756787,15668,6438,0.0052539095519263295
456,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2014,1777965,18138,7006,0.0062610906288931446
457,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2015,1801380,18766,7009,0.006526662891782966
458,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2016,1824435,15974,6572,0.005153376250729678
459,"Leicestershire, Rutland and Northamptonshire",UKF2,international_migration,2017,1840805,18716,12426,0.0034169833306624004
460,Lincolnshire,UKF3,internal_migration,2008,705599,35157,33415,0.0024688243605787423
461,Lincolnshire,UKF3,internal_migration,2009,711805,36695,33692,0.004218852073250398
462,Lincolnshire,UKF3,internal_migration,2010,714768,35957,33924,0.0028442795424529358
463,Lincolnshire,UKF3,internal_migration,2011,719184,39162,37037,0.0029547375914925804
464,Lincolnshire,UKF3,internal_migration,2012,724523,38950,36162,0.003848048992233511
465,Lincolnshire,UKF3,internal_migration,2013,731886,41204,38055,0.004302582642651998
466,Lincolnshire,UKF3,internal_migration,2014,737350,39923,37967,0.0026527429307655792
467,Lincolnshire,UKF3,internal_migration,2015,744811,40232,37019,0.004313846062960939
468,Lincolnshire,UKF3,internal_migration,2016,751171,47320,42990,0.005764333287626919
469,Lincolnshire,UKF3,internal_migration,2017,755833,47169,42356,0.006367808761988429
470,Lincolnshire,UKF3,international_migration,2008,705599,6020,1915,0.005817752009285727
471,Lincolnshire,UKF3,international_migration,2009,711805,5435,1740,0.005191028441778296
472,Lincolnshire,UKF3,international_migration,2010,714768,3901,2149,0.002451144986904842
473,Lincolnshire,UKF3,international_migration,2011,719184,3759,2008,0.0024347037753898863
474,Lincolnshire,UKF3,international_migration,2012,724523,4341,1901,0.0033677329774210066
475,Lincolnshire,UKF3,international_migration,2013,731886,4732,1339,0.0046359678966396405
476,Lincolnshire,UKF3,international_migration,2014,737350,5156,1452,0.005023394588729911
477,Lincolnshire,UKF3,international_migration,2015,744811,5350,1514,0.005150299874733322
478,Lincolnshire,UKF3,international_migration,2016,751171,4537,1714,0.0037581323027646167
479,Lincolnshire,UKF3,international_migration,2017,755833,4758,3449,0.0017318640493336492
480,Merseyside,UKD7,internal_migration,2008,1495425,47587,49874,-0.0015293311266028052
481,Merseyside,UKD7,internal_migration,2009,1500704,47393,50066,-0.001781164040343732
482,Merseyside,UKD7,internal_migration,2010,1506492,46341,49534,-0.002119493498803844
483,Merseyside,UKD7,internal_migration,2011,1512225,52188,53427,-0.000819322521450181
484,Merseyside,UKD7,internal_migration,2012,1514217,50430,52769,-0.0015446927355854544
485,Merseyside,UKD7,internal_migration,2013,1520049,53873,54302,-0.00028222774397404293
486,Merseyside,UKD7,internal_migration,2014,1528235,54419,52823,0.0010443420023752892
487,Merseyside,UKD7,internal_migration,2015,1538461,55622,52504,0.002026700709345248
488,Merseyside,UKD7,internal_migration,2016,1544420,63403,60610,0.0018084458890716257
489,Merseyside,UKD7,internal_migration,2017,1551497,66813,63096,0.00239575068466133
490,Merseyside,UKD7,international_migration,2008,1495425,8096,6372,0.0011528495243827005
491,Merseyside,UKD7,international_migration,2009,1500704,7928,4884,0.0020283813463547774
492,Merseyside,UKD7,international_migration,2010,1506492,9381,5490,0.0025828215483387896
493,Merseyside,UKD7,international_migration,2011,1512225,7934,4290,0.0024096943245879416
494,Merseyside,UKD7,international_migration,2012,1514217,8135,5348,0.0018405552176471403
495,Merseyside,UKD7,international_migration,2013,1520049,9437,6021,0.002247295975327111
496,Merseyside,UKD7,international_migration,2014,1528235,10431,5160,0.0034490768762657576
497,Merseyside,UKD7,international_migration,2015,1538461,11067,5866,0.0033806511832279143
498,Merseyside,UKD7,international_migration,2016,1544420,9830,7836,0.0012910995713601222
499,Merseyside,UKD7,international_migration,2017,1551497,11501,8631,0.0018498263290228727
500,North Eastern Scotland,UKM5,internal_migration,2008,466040,15612,15405,0.0004441678825851858
501,North Eastern Scotland,UKM5,internal_migration,2009,471160,15542,15556,-2.9713897614398505e-05
502,North Eastern Scotland,UKM5,internal_migration,2010,476110,15696,16087,-0.0008212387893554011
503,North Eastern Scotland,UKM5,internal_migration,2011,480470,17238,16316,0.0019189543571919163
504,North Eastern Scotland,UKM5,internal_migration,2012,484840,18980,17070,0.003939443940268955
505,North Eastern Scotland,UKM5,internal_migration,2013,489450,19284,17920,0.0027868015119011133
506,North Eastern Scotland,UKM5,internal_migration,2014,492310,17878,19252,-0.0027909244175417926
507,North Eastern Scotland,UKM5,internal_migration,2015,492030,15327,19440,-0.0083592463874154
508,North Eastern Scotland,UKM5,internal_migration,2016,490600,14616,18422,-0.007757847533632287
509,North Eastern Scotland,UKM5,internal_migration,2017,489030,14240,17300,-0.006257284829151586
510,North Eastern Scotland,UKM5,international_migration,2008,466040,7377,3103,0.009170886619174319
511,North Eastern Scotland,UKM5,international_migration,2009,471160,7409,2948,0.009468121232702267
512,North Eastern Scotland,UKM5,international_migration,2010,476110,6722,1869,0.010193022620822919
513,North Eastern Scotland,UKM5,international_migration,2011,480470,5476,3165,0.004809873665369326
514,North Eastern Scotland,UKM5,international_migration,2012,484840,4614,3196,0.002924676181833182
515,North Eastern Scotland,UKM5,international_migration,2013,489450,5264,3175,0.004268055981203392
516,North Eastern Scotland,UKM5,international_migration,2014,492310,5670,2225,0.006997623448640085
517,North Eastern Scotland,UKM5,international_migration,2015,492030,5135,2345,0.005670385952076093
518,North Eastern Scotland,UKM5,international_migration,2016,490600,3940,2238,0.0034692213615980434
519,North Eastern Scotland,UKM5,international_migration,2017,489030,3580,2440,0.0023311453285074536
520,North Yorkshire,UKE2,internal_migration,2008,788794,36090,34856,0.0015644135224152313
521,North Yorkshire,UKE2,internal_migration,2009,794098,37352,35153,0.00276917962266622
522,North Yorkshire,UKE2,internal_migration,2010,798989,36836,35149,0.0021114183048827955
523,North Yorkshire,UKE2,internal_migration,2011,803075,39735,37713,0.002517822121221555
524,North Yorkshire,UKE2,internal_migration,2012,806837,39452,36890,0.0031753625577409066
525,North Yorkshire,UKE2,internal_migration,2013,808384,41310,39874,0.0017763835009104584
526,North Yorkshire,UKE2,internal_migration,2014,811801,41175,38914,0.0027851653299269157
527,North Yorkshire,UKE2,internal_migration,2015,816458,41198,38992,0.0027019148566123424
528,North Yorkshire,UKE2,internal_migration,2016,819796,47832,45202,0.003208115189632543
529,North Yorkshire,UKE2,internal_migration,2017,824398,48678,45319,0.0040744882932758205
530,North Yorkshire,UKE2,international_migration,2008,788794,4960,3671,0.0016341402191193137
531,North Yorkshire,UKE2,international_migration,2009,794098,4651,2890,0.0022176104208800427
532,North Yorkshire,UKE2,international_migration,2010,798989,5245,2964,0.0028548578265783385
533,North Yorkshire,UKE2,international_migration,2011,803075,4584,3822,0.000948852846869844
534,North Yorkshire,UKE2,international_migration,2012,806837,4640,2979,0.002058656209370666
535,North Yorkshire,UKE2,international_migration,2013,808384,5168,3831,0.0016539169503602248
536,North Yorkshire,UKE2,international_migration,2014,811801,5259,3078,0.002686619011309422
537,North Yorkshire,UKE2,international_migration,2015,816458,5025,2957,0.0025328920777308813
538,North Yorkshire,UKE2,international_migration,2016,819796,4740,3156,0.001932188007748269
539,North Yorkshire,UKE2,international_migration,2017,824398,5493,2780,0.0032908861981712717
540,Northern Ireland,UKN0,internal_migration,2008,1793333,48568,47909,0.0003674721872624883
541,Northern Ireland,UKN0,internal_migration,2009,1804833,47059,47671,-0.000339089544572822
542,Northern Ireland,UKN0,internal_migration,2010,1814318,47481,48279,-0.0004398346927054684
543,Northern Ireland,UKN0,internal_migration,2011,1823634,52284,54041,-0.0009634608698894625
544,Northern Ireland,UKN0,internal_migration,2012,1829725,51979,53430,-0.0007930153438358223
545,Northern Ireland,UKN0,internal_migration,2013,1840498,54061,54727,-0.00036185858392674154
546,Northern Ireland,UKN0,internal_migration,2014,1851621,54413,54154,0.00013987743712131153
547,Northern Ireland,UKN0,internal_migration,2015,1862137,57302,57302,0.0
548,Northern Ireland,UKN0,internal_migration,2016,1870834,58870,58278,0.0003164364128511669
549,Northern Ireland,UKN0,internal_migration,2017,1881641,59400,59185,0.00011426196601795986
550,Northern Ireland,UKN0,international_migration,2008,1793333,14404,11406,0.001671747522629651
551,Northern Ireland,UKN0,international_migration,2009,1804833,13877,12115,0.0009762676103550854
552,Northern Ireland,UKN0,international_migration,2010,1814318,13401,14097,-0.0003836152207055213
553,Northern Ireland,UKN0,international_migration,2011,1823634,12922,12480,0.00024237319549865816
554,Northern Ireland,UKN0,international_migration,2012,1829725,12736,13623,-0.00048477230184863844
555,Northern Ireland,UKN0,international_migration,2013,1840498,13300,11063,0.0012154319102764578
556,Northern Ireland,UKN0,international_migration,2014,1851621,13093,10298,0.0015094881727956207
557,Northern Ireland,UKN0,international_migration,2015,1862137,12998,11540,0.0007829713925452316
558,Northern Ireland,UKN0,international_migration,2016,1870834,11310,10727,0.0003116257241422809
559,Northern Ireland,UKN0,international_migration,2017,1881641,13100,9182,0.002082225036550543
560,Northumberland and Tyne and Wear,UKC2,internal_migration,2008,1409127,48759,50962,-0.001563379312155682
561,Northumberland and Tyne and Wear,UKC2,internal_migration,2009,1415487,49134,50588,-0.0010272083035732578
562,Northumberland and Tyne and Wear,UKC2,internal_migration,2010,1420419,48261,50107,-0.0012996165216038367
563,Northumberland and Tyne and Wear,UKC2,internal_migration,2011,1424173,52817,53330,-0.00036020904763676883
564,Northumberland and Tyne and Wear,UKC2,internal_migration,2012,1428948,52013,52607,-0.00041569042400423247
565,Northumberland and Tyne and Wear,UKC2,internal_migration,2013,1434164,55335,54165,0.000815806281568914
566,Northumberland and Tyne and Wear,UKC2,internal_migration,2014,1436974,54340,54591,-0.00017467261063874504
567,Northumberland and Tyne and Wear,UKC2,internal_migration,2015,1443861,54472,53932,0.00037399721995399836
568,Northumberland and Tyne and Wear,UKC2,internal_migration,2016,1448568,62603,60458,0.0014807727355567706
569,Northumberland and Tyne and Wear,UKC2,internal_migration,2017,1456645,64938,62074,0.0019661619680841937
570,Northumberland and Tyne and Wear,UKC2,international_migration,2008,1409127,9906,4357,0.003937899138970441
571,Northumberland and Tyne and Wear,UKC2,international_migration,2009,1415487,10275,3567,0.0047390050208868046
572,Northumberland and Tyne and Wear,UKC2,international_migration,2010,1420419,10487,5076,0.003809439327409729
573,Northumberland and Tyne and Wear,UKC2,international_migration,2011,1424173,8150,5979,0.001524393455008626
574,Northumberland and Tyne and Wear,UKC2,international_migration,2012,1428948,8781,4422,0.003050495889283585
575,Northumberland and Tyne and Wear,UKC2,international_migration,2013,1434164,9447,6737,0.0018896025838049204
576,Northumberland and Tyne and Wear,UKC2,international_migration,2014,1436974,9734,5743,0.0027773640998375753
577,Northumberland and Tyne and Wear,UKC2,international_migration,2015,1443861,9442,3943,0.0038085383565315497
578,Northumberland and Tyne and Wear,UKC2,international_migration,2016,1448568,8553,5778,0.0019156850075384795
579,Northumberland and Tyne and Wear,UKC2,international_migration,2017,1456645,9527,3142,0.004383360393232394
580,Outer London - East and North East,UKI5,internal_migration,2008,1704071,92848,97919,-0.002975814974845532
581,Outer London - East and North East,UKI5,internal_migration,2009,1735699,95579,100156,-0.0026369779552791123
582,Outer London - East and North East,UKI5,internal_migration,2010,1768285,92343,96606,-0.002410810474555855
583,Outer London - East and North East,UKI5,internal_migration,2011,1789037,98013,107157,-0.005111129618895528
584,Outer London - East and North East,UKI5,internal_migration,2012,1812448,100718,106361,-0.0031134686346863468
585,Outer London - East and North East,UKI5,internal_migration,2013,1839612,106874,115303,-0.004581944453504326
586,Outer London - East and North East,UKI5,internal_migration,2014,1866742,107576,117812,-0.005483350136226645
587,Outer London - East and North East,UKI5,internal_migration,2015,1893464,105305,118592,-0.007017297397785224
588,Outer London - East and North East,UKI5,internal_migration,2016,1905718,115773,137927,-0.011625014823809189
589,Outer London - East and North East,UKI5,internal_migration,2017,1917679,120295,142414,-0.01153425573310236
590,Outer London - East and North East,UKI5,international_migration,2008,1704071,27580,12147,0.009056547526482172
591,Outer London - East and North East,UKI5,international_migration,2009,1735699,28434,11026,0.01002938873618064
592,Outer London - East and North East,UKI5,international_migration,2010,1768285,27033,9525,0.009901118880723413
593,Outer London - East and North East,UKI5,international_migration,2011,1789037,22488,10168,0.006886386363166329
594,Outer London - East and North East,UKI5,international_migration,2012,1812448,20559,8112,0.006867507371245961
595,Outer London - East and North East,UKI5,international_migration,2013,1839612,27416,8772,0.010134745805093683
596,Outer London - East and North East,UKI5,international_migration,2014,1866742,29484,8380,0.011305258037800617
597,Outer London - East and North East,UKI5,international_migration,2015,1893464,32047,9562,0.011875060735245033
598,Outer London - East and North East,UKI5,international_migration,2016,1905718,28411,10836,0.00922224589367367
599,Outer London - East and North East,UKI5,international_migration,2017,1917679,26890,8906,0.009378003305036974
600,Outer London - South,UKI6,internal_migration,2008,1203297,69504,70653,-0.0009548764768797729
601,Outer London - South,UKI6,internal_migration,2009,1213616,70625,72559,-0.0015935847912354484
602,Outer London - South,UKI6,internal_migration,2010,1227471,69847,69801,3.747542711803375e-05
603,Outer London - South,UKI6,internal_migration,2011,1241951,74678,73879,0.000643342611745552
604,Outer London - South,UKI6,internal_migration,2012,1256876,73944,73278,0.0005298852074508544
